,3d%,3d%_allowed,TOP,date,first_downs,first_downs_allowed,margin,opp,pass_yards,pass_yards_allowed,penalty_yards,plays,points,points_allowed,result,rush_yards,rush_yards_allowed,sacked,sacks,takeaways,team,total_points,total_yards,total_yards_allowed,turnovers
132,0.4375,0.38461538461538464,35.38333333333333,10/08/2017,16,19,3,DetroitDet,334,192,100,64,27,24,Win,28,50,3,6,1,CarolinaCar,51,362,242,0
133,0.38461538461538464,0.4375,24.616666666666667,10/08/2017,19,16,-3,CarolinaCar,192,334,10,56,24,27,Loss,50,28,6,3,0,DetroitDet,51,242,362,1
134,0.3333333333333333,0.42857142857142855,25.566666666666666,10/08/2017,14,22,3,ClevelandCle,178,279,80,51,17,14,Win,34,140,3,1,3,NY JetsNYJ,31,212,419,1
135,0.42857142857142855,0.3333333333333333,34.43333333333333,10/08/2017,22,14,-3,NY JetsNYJ,279,178,60,70,14,17,Loss,140,34,1,3,1,ClevelandCle,31,419,212,3
136,0.2857142857142857,0.5,31.083333333333332,10/08/2017,23,25,-3,IndianapolisInd,336,288,77,70,0,3,Loss,66,159,2,4,1,San FranciscoSF,3,402,447,0
137,0.5,0.2857142857142857,37.28333333333333,10/08/2017,25,23,3,San FranciscoSF,288,336,62,73,3,0,Win,159,66,4,2,0,IndianapolisInd,3,447,402,1
138,0.5,0.4666666666666667,28.866666666666667,10/08/2017,15,21,21,PittsburghPit,82,301,19,53,30,9,Win,231,70,2,2,5,JacksonvilleJax,39,313,371,1
139,0.4666666666666667,0.5,31.133333333333333,10/08/2017,21,15,-21,JacksonvilleJax,301,82,37,77,9,30,Loss,70,231,2,2,1,PittsburghPit,39,371,313,5
140,0.4444444444444444,0.3333333333333333,31.75,10/08/2017,21,18,5,NY GiantsNYG,258,183,87,73,27,22,Win,124,152,0,5,2,LA ChargersLAC,49,382,335,1
141,0.3333333333333333,0.4444444444444444,28.25,10/08/2017,18,21,-5,LA ChargersLAC,183,258,67,66,22,27,Loss,152,124,5,0,1,NY GiantsNYG,49,335,382,2
142,0.15384615384615385,0.3333333333333333,30.25,10/08/2017,14,12,-6,MiamiMia,119,78,77,58,10,16,Loss,69,100,6,1,2,TennesseeTen,26,188,178,2
143,0.3333333333333333,0.15384615384615385,29.75,10/08/2017,12,14,6,TennesseeTen,78,119,23,59,16,10,Win,100,69,1,6,2,MiamiMia,26,178,188,2
144,0.5,0.5,33.71666666666667,10/08/2017,19,15,13,OaklandOak,222,137,5,65,30,17,Win,143,108,0,3,1,BaltimoreBal,47,365,245,0
145,0.5,0.5,26.283333333333335,10/08/2017,15,19,-13,BaltimoreBal,137,222,24,54,17,30,Loss,108,143,3,0,0,OaklandOak,47,245,365,1
146,0.47058823529411764,0.5333333333333333,31.266666666666666,10/08/2017,15,21,6,LA RamsLA,179,275,40,66,16,10,Win,62,100,3,2,5,SeattleSea,26,241,375,2
147,0.5333333333333333,0.47058823529411764,28.733333333333334,10/08/2017,21,15,-6,SeattleSea,275,179,45,71,10,16,Loss,100,62,2,3,2,LA RamsLA,26,375,241,5
148,0.42857142857142855,0.5833333333333334,24.9,10/08/2017,25,26,4,DallasDal,182,245,38,58,35,31,Win,160,163,4,1,3,Green BayGB,66,342,408,1
149,0.5833333333333334,0.42857142857142855,35.1,10/08/2017,26,25,-4,Green BayGB,245,182,70,72,31,35,Loss,163,160,1,4,1,DallasDal,66,408,342,3
150,0.5625,0.3,38.28333333333333,10/08/2017,29,20,8,HoustonHou,323,248,64,73,42,34,Win,127,144,1,3,1,Kansas CityKC,76,450,392,0
151,0.3,0.5625,21.716666666666665,10/08/2017,20,29,-8,Kansas CityKC,248,323,59,57,34,42,Loss,144,127,3,1,0,HoustonHou,76,392,450,1
152,0.4,0.25,31.4,10/09/2017,17,16,3,ChicagoChi,141,159,69,67,20,17,Win,159,115,4,1,2,MinnesotaMin,37,300,274,0
153,0.25,0.4,28.6,10/09/2017,16,17,-3,MinnesotaMin,159,141,55,56,17,20,Loss,115,159,1,4,0,ChicagoChi,37,274,300,2
154,0.35714285714285715,0.25,28.566666666666666,10/12/2017,15,23,5,CarolinaCar,209,225,126,60,28,23,Win,101,80,3,2,3,PhiladelphiaPhi,51,310,305,1
155,0.25,0.35714285714285715,31.433333333333334,10/12/2017,23,15,-5,PhiladelphiaPhi,225,209,1,79,23,28,Loss,80,101,2,3,1,CarolinaCar,51,305,310,3
156,0.4166666666666667,0.5454545454545454,34.4,10/15/2017,20,19,3,AtlantaAtl,151,239,42,64,20,17,Win,138,100,0,2,1,MiamiMia,37,289,339,1
157,0.5454545454545454,0.4166666666666667,25.6,10/15/2017,19,20,-3,MiamiMia,239,151,73,56,17,20,Loss,100,138,2,0,1,AtlantaAtl,37,339,289,1
158,0.29411764705882354,0.16666666666666666,36.75,10/15/2017,18,16,3,BaltimoreBal,111,166,44,75,3,0,Win,231,125,4,3,3,ChicagoChi,3,342,291,2
159,0.16666666666666666,0.29411764705882354,31.15,10/15/2017,16,18,-3,ChicagoChi,166,111,69,70,0,3,Loss,125,231,3,4,2,BaltimoreBal,3,291,342,3
160,0.21428571428571427,0.38461538461538464,30.9,10/15/2017,16,18,-16,HoustonHou,113,217,72,63,17,33,Loss,134,123,4,1,1,ClevelandCle,50,247,340,3
161,0.38461538461538464,0.21428571428571427,29.1,10/15/2017,18,16,16,ClevelandCle,217,113,44,63,33,17,Win,123,134,1,4,3,HoustonHou,50,340,247,1
162,0.5,0.16666666666666666,27.816666666666666,10/15/2017,18,19,-14,New OrleansNO,281,186,46,76,38,52,Loss,66,193,5,0,3,DetroitDet,90,347,379,5
163,0.16666666666666666,0.5,32.18333333333333,10/15/2017,19,18,14,DetroitDet,186,281,118,67,52,38,Win,193,66,0,5,5,New OrleansNO,90,379,347,3
164,0.23529411764705882,0.3333333333333333,27.85,10/15/2017,14,24,-13,MinnesotaMin,155,239,92,65,10,23,Loss,72,112,4,0,2,Green BayGB,33,227,351,3
165,0.3333333333333333,0.23529411764705882,32.15,10/15/2017,24,14,13,Green BayGB,239,155,65,70,23,10,Win,112,72,0,4,3,MinnesotaMin,33,351,227,2
166,0.5384615384615384,0.5294117647058824,26.333333333333332,10/15/2017,23,23,7,NY JetsNYJ,257,334,45,63,24,17,Win,118,74,0,4,3,New EnglandNE,41,375,408,2
167,0.5294117647058824,0.5384615384615384,33.666666666666664,10/15/2017,23,23,-7,New EnglandNE,334,257,69,75,17,24,Loss,74,118,4,0,2,NY JetsNYJ,41,408,375,3
168,0.35294117647058826,0.5,23.133333333333333,10/15/2017,21,25,-2,WashingtonWas,250,325,40,70,24,26,Loss,85,94,3,1,2,San FranciscoSF,50,335,419,1
169,0.5,0.35294117647058826,36.86666666666667,10/15/2017,25,21,2,San FranciscoSF,325,250,43,71,26,24,Win,94,85,1,3,1,WashingtonWas,50,419,335,2
170,0.5,0.4444444444444444,27.616666666666667,10/15/2017,21,23,-5,ArizonaAri,344,272,49,64,33,38,Loss,70,160,2,2,2,Tampa BayTB,71,414,432,2
171,0.4444444444444444,0.5,32.38333333333333,10/15/2017,23,21,5,Tampa BayTB,272,344,61,59,38,33,Win,160,70,2,2,2,ArizonaAri,71,432,414,2
172,0.3076923076923077,0.26666666666666666,28.016666666666666,10/15/2017,12,19,10,JacksonvilleJax,107,220,70,56,27,17,Win,142,169,3,5,1,LA RamsLA,44,249,389,1
173,0.26666666666666666,0.3076923076923077,31.983333333333334,10/15/2017,19,12,-10,LA RamsLA,220,107,40,66,17,27,Loss,169,142,5,3,1,JacksonvilleJax,44,389,249,1
174,0.36363636363636365,0.2727272727272727,36.65,10/15/2017,23,12,6,Kansas CityKC,245,223,57,63,19,13,Win,194,28,1,3,0,PittsburghPit,32,439,251,1
175,0.2727272727272727,0.36363636363636365,23.35,10/15/2017,12,23,-6,PittsburghPit,223,245,48,52,13,19,Loss,28,194,3,1,1,Kansas CityKC,32,251,439,0
176,0.42857142857142855,0.5,32.05,10/15/2017,20,15,1,OaklandOak,263,165,32,65,17,16,Win,80,109,1,1,2,LA ChargersLAC,33,343,274,1
177,0.5,0.42857142857142855,27.95,10/15/2017,15,20,-1,LA ChargersLAC,165,263,40,53,16,17,Loss,109,80,1,1,1,OaklandOak,33,274,343,2
178,0.2857142857142857,0.29411764705882354,30.6,10/15/2017,12,20,13,DenverDen,118,366,77,54,23,10,Win,148,46,3,4,3,NY GiantsNYG,33,266,412,0
179,0.29411764705882354,0.2857142857142857,29.4,10/15/2017,20,12,-13,NY GiantsNYG,366,118,46,75,10,23,Loss,46,148,4,3,0,DenverDen,33,412,266,3
180,0.2222222222222222,0.46153846153846156,24.116666666666667,10/16/2017,18,25,-14,TennesseeTen,212,305,51,57,22,36,Loss,85,168,1,1,1,IndianapolisInd,58,297,473,1
181,0.46153846153846156,0.2222222222222222,35.88333333333333,10/16/2017,25,18,14,IndianapolisInd,305,212,45,67,36,22,Win,168,85,1,1,1,TennesseeTen,58,473,297,1
182,0.5333333333333333,0.46153846153846156,30.6,10/19/2017,19,32,-1,OaklandOak,331,417,108,60,30,31,Loss,94,88,1,0,0,Kansas CityKC,61,425,505,0
183,0.46153846153846156,0.5333333333333333,29.4,10/19/2017,32,19,1,Kansas CityKC,417,331,97,73,31,30,Win,88,94,0,1,0,OaklandOak,61,505,425,0
184,0.25,0.6842105263157895,20.983333333333334,10/22/2017,10,28,-33,LA RamsLA,171,228,65,47,0,33,Loss,25,197,3,1,1,ArizonaAri,33,196,425,2
185,0.6842105263157895,0.25,39.016666666666666,10/22/2017,28,10,33,ArizonaAri,228,171,45,78,33,0,Win,197,25,1,3,2,LA RamsLA,33,425,196,1
186,0.375,0.4666666666666667,27.983333333333334,10/22/2017,16,17,-8,MinnesotaMin,144,188,15,64,16,24,Loss,64,169,5,0,1,BaltimoreBal,40,208,357,0
187,0.4666666666666667,0.375,32.016666666666666,10/22/2017,17,16,8,BaltimoreBal,188,144,47,64,24,16,Win,169,64,0,5,0,MinnesotaMin,40,357,208,1
188,0.5454545454545454,0.625,33.166666666666664,10/22/2017,27,23,-3,BuffaloBuf,378,261,55,70,27,30,Loss,69,173,1,1,1,Tampa BayTB,57,447,434,3
189,0.625,0.5454545454545454,26.833333333333332,10/22/2017,23,27,3,Tampa BayTB,261,378,35,67,30,27,Win,173,69,1,1,3,BuffaloBuf,57,434,447,1
190,0.4,0.18181818181818182,38.583333333333336,10/22/2017,20,5,-14,ChicagoChi,185,85,35,69,3,17,Loss,108,68,5,4,0,CarolinaCar,20,293,153,3
191,0.18181818181818182,0.4,21.416666666666668,10/22/2017,5,20,14,CarolinaCar,85,185,40,37,17,3,Win,68,108,4,5,3,ChicagoChi,20,153,293,0
192,0.29411764705882354,0.23076923076923078,35.38333333333333,10/22/2017,16,19,3,ClevelandCle,189,218,35,68,3,0,Win,80,66,2,2,3,TennesseeTen,3,269,284,1
193,0.23076923076923078,0.29411764705882354,32.7,10/22/2017,19,16,-3,TennesseeTen,218,189,81,67,0,3,Loss,66,80,2,2,1,ClevelandCle,3,284,269,3
194,0.5333333333333333,0.36363636363636365,36.93333333333333,10/22/2017,25,16,9,Green BayGB,324,79,80,75,26,17,Win,161,181,1,1,1,New OrleansNO,43,485,260,2
195,0.36363636363636365,0.5333333333333333,23.066666666666666,10/22/2017,16,25,-9,New OrleansNO,79,324,54,50,17,26,Loss,181,161,1,1,2,Green BayGB,43,260,485,1
196,0.5714285714285714,0.3333333333333333,32.78333333333333,10/22/2017,23,15,27,IndianapolisInd,330,136,34,65,27,0,Win,188,96,1,10,0,JacksonvilleJax,27,518,232,2
197,0.3333333333333333,0.5714285714285714,27.216666666666665,10/22/2017,15,23,-27,JacksonvilleJax,136,330,55,67,0,27,Loss,96,188,10,1,2,IndianapolisInd,27,232,518,0
198,0.36363636363636365,0.38461538461538464,28.033333333333335,10/22/2017,16,25,-3,MiamiMia,180,304,124,52,28,31,Loss,92,53,3,3,2,NY JetsNYJ,59,272,357,2
199,0.38461538461538464,0.36363636363636365,31.966666666666665,10/22/2017,25,16,3,NY JetsNYJ,304,180,76,65,31,28,Win,53,92,3,3,2,MiamiMia,59,357,272,2
200,0.6363636363636364,0.46153846153846156,32.833333333333336,10/22/2017,27,23,30,San FranciscoSF,236,187,36,70,40,10,Win,265,103,0,5,3,DallasDal,50,501,290,0
201,0.46153846153846156,0.6363636363636364,27.166666666666668,10/22/2017,23,27,-30,DallasDal,187,236,22,65,10,40,Loss,103,265,5,0,0,San FranciscoSF,50,290,501,3
202,0.2727272727272727,0.18181818181818182,24.75,10/22/2017,11,21,-15,PittsburghPit,108,268,54,51,14,29,Loss,71,152,4,0,0,CincinnatiCin,43,179,420,2
203,0.18181818181818182,0.2727272727272727,35.25,10/22/2017,21,11,15,CincinnatiCin,268,108,5,68,29,14,Win,152,71,0,4,2,PittsburghPit,43,420,179,0
204,0.21428571428571427,0.25,31.066666666666666,10/22/2017,12,14,-21,LA ChargersLAC,182,162,68,59,0,21,Loss,69,80,5,3,0,DenverDen,21,251,242,3
205,0.25,0.21428571428571427,28.933333333333334,10/22/2017,14,12,21,DenverDen,162,182,81,55,21,0,Win,80,69,3,5,3,LA ChargersLAC,21,242,251,0
206,0.46153846153846156,0.16666666666666666,35.43333333333333,10/22/2017,26,14,17,NY GiantsNYG,321,131,110,71,24,7,Win,104,46,1,1,1,SeattleSea,31,425,177,1
207,0.16666666666666666,0.46153846153846156,24.566666666666666,10/22/2017,14,26,-17,SeattleSea,131,321,28,57,7,24,Loss,46,104,1,1,1,NY GiantsNYG,31,177,425,1
208,0.2222222222222222,0.5384615384615384,25.916666666666668,10/22/2017,21,25,-16,New EnglandNE,223,241,40,56,7,23,Loss,120,162,1,2,0,AtlantaAtl,30,343,403,0
209,0.5384615384615384,0.2222222222222222,34.083333333333336,10/22/2017,25,21,16,AtlantaAtl,241,223,65,67,23,7,Win,162,120,2,1,0,New EnglandNE,30,403,343,0
210,0.3333333333333333,0.5,30.25,10/23/2017,19,23,-10,PhiladelphiaPhi,269,244,55,62,24,34,Loss,75,127,4,3,1,WashingtonWas,58,344,371,1
211,0.5,0.3333333333333333,29.75,10/23/2017,23,19,10,WashingtonWas,244,269,55,61,34,24,Win,127,75,3,4,1,PhiladelphiaPhi,58,371,344,1
212,0.26666666666666666,0.23076923076923078,28.766666666666666,10/26/2017,13,19,-40,BaltimoreBal,151,121,43,66,0,40,Loss,45,174,3,0,0,MiamiMia,40,196,295,2
213,0.23076923076923078,0.26666666666666666,31.233333333333334,10/26/2017,19,13,40,MiamiMia,121,151,40,62,40,0,Win,174,45,0,3,2,BaltimoreBal,40,295,196,0
214,0.375,0.3076923076923077,37.86666666666667,10/29/2017,26,16,17,ClevelandCle,287,161,58,78,33,16,Win,88,115,1,3,2,MinnesotaMin,49,375,276,1
215,0.3076923076923077,0.375,22.133333333333333,10/29/2017,16,26,-17,MinnesotaMin,161,287,74,59,16,33,Loss,115,88,3,1,1,ClevelandCle,49,276,375,2
216,0.35714285714285715,0.3333333333333333,28.316666666666666,10/29/2017,18,15,5,NY JetsNYJ,246,236,68,62,25,20,Win,140,43,1,3,1,AtlantaAtl,45,386,279,2
217,0.3333333333333333,0.35714285714285715,31.683333333333334,10/29/2017,15,18,-5,AtlantaAtl,236,246,50,58,20,25,Loss,43,140,3,1,2,NY JetsNYJ,45,279,386,1
218,0.3,0.4,24.383333333333333,10/29/2017,23,17,-20,BuffaloBuf,313,165,50,63,14,34,Loss,54,166,0,0,0,OaklandOak,48,367,331,4
219,0.4,0.3,35.61666666666667,10/29/2017,17,23,20,OaklandOak,165,313,95,64,34,14,Win,166,54,0,0,4,BuffaloBuf,48,331,367,0
220,0.47058823529411764,0.16666666666666666,32.18333333333333,10/29/2017,14,16,14,Tampa BayTB,154,194,51,63,17,3,Win,100,85,0,3,3,CarolinaCar,20,254,279,1
221,0.16666666666666666,0.47058823529411764,27.816666666666666,10/29/2017,16,14,-14,CarolinaCar,194,154,55,63,3,17,Loss,85,100,3,0,1,Tampa BayTB,20,279,254,3
222,0.47058823529411764,0.2222222222222222,28.616666666666667,10/29/2017,17,19,-8,New OrleansNO,150,286,31,65,12,20,Loss,157,101,2,2,2,ChicagoChi,32,307,387,1
223,0.2222222222222222,0.47058823529411764,31.383333333333333,10/29/2017,19,17,8,ChicagoChi,286,150,51,60,20,12,Win,101,157,2,2,1,New OrleansNO,32,387,307,2
224,0.5,0.36363636363636365,33.21666666666667,10/29/2017,19,17,-1,CincinnatiCin,216,218,45,71,23,24,Loss,115,58,4,3,2,IndianapolisInd,47,331,276,1
225,0.36363636363636365,0.5,26.783333333333335,10/29/2017,17,19,1,IndianapolisInd,218,216,54,53,24,23,Win,58,115,3,4,1,CincinnatiCin,47,276,331,2
226,0.3,0.47368421052631576,23.016666666666666,10/29/2017,16,27,-8,New EnglandNE,192,317,77,52,13,21,Loss,157,97,1,3,0,LA ChargersLAC,34,349,414,1
227,0.47368421052631576,0.3,36.983333333333334,10/29/2017,27,16,8,LA ChargersLAC,317,192,80,82,21,13,Win,97,157,3,1,1,New EnglandNE,34,414,349,0
228,0.2,0.2857142857142857,27.05,10/29/2017,14,19,-23,PhiladelphiaPhi,144,192,69,64,10,33,Loss,94,112,4,3,1,San FranciscoSF,43,238,304,2
229,0.2857142857142857,0.2,32.95,10/29/2017,19,14,23,San FranciscoSF,192,144,35,66,33,10,Win,112,94,3,4,2,PhiladelphiaPhi,43,304,238,1
230,0.2,0.4166666666666667,30.366666666666667,10/29/2017,25,21,-3,SeattleSea,367,446,93,69,38,41,Loss,142,33,5,2,1,HoustonHou,79,509,479,3
231,0.4166666666666667,0.2,29.633333333333333,10/29/2017,21,25,3,HoustonHou,446,367,120,64,41,38,Win,33,142,2,5,3,SeattleSea,79,479,509,1
232,0.35714285714285715,0.3076923076923077,33.31666666666667,10/29/2017,18,16,14,WashingtonWas,138,236,89,63,33,19,Win,169,49,2,4,3,DallasDal,52,307,285,1
233,0.3076923076923077,0.35714285714285715,26.683333333333334,10/29/2017,16,18,-14,DallasDal,236,138,32,58,19,33,Loss,49,169,4,2,1,WashingtonWas,52,285,307,3
234,0.5,0.16666666666666666,28.383333333333333,10/29/2017,17,21,5,DetroitDet,317,411,37,60,20,15,Win,75,71,0,2,1,PittsburghPit,35,392,482,2
235,0.16666666666666666,0.5,31.616666666666667,10/29/2017,21,17,-5,PittsburghPit,411,317,57,69,15,20,Loss,71,75,2,0,2,DetroitDet,35,482,392,1
236,0.38461538461538464,0.16666666666666666,31.383333333333333,10/30/2017,23,16,-10,Kansas CityKC,187,197,53,70,19,29,Loss,177,79,3,1,2,DenverDen,48,364,276,5
237,0.16666666666666666,0.38461538461538464,28.616666666666667,10/30/2017,16,23,10,DenverDen,197,187,69,59,29,19,Win,79,177,1,3,5,Kansas CityKC,48,276,364,2
238,0.375,0.42857142857142855,26.5,11/02/2017,21,21,-13,NY JetsNYJ,244,137,99,69,21,34,Loss,63,194,7,1,0,BuffaloBuf,55,307,331,3
239,0.42857142857142855,0.375,33.5,11/02/2017,21,21,13,BuffaloBuf,137,244,66,62,34,21,Win,194,63,1,7,3,NY JetsNYJ,55,331,307,0
240,0.3333333333333333,0.3076923076923077,27.133333333333333,11/05/2017,17,20,-3,CarolinaCar,302,129,70,58,17,20,Loss,53,201,2,1,2,AtlantaAtl,37,355,330,1
241,0.3076923076923077,0.3333333333333333,32.86666666666667,11/05/2017,20,17,3,AtlantaAtl,129,302,29,63,20,17,Win,201,53,1,2,1,CarolinaCar,37,330,355,2
242,0.375,0.2727272727272727,32.36666666666667,11/05/2017,24,14,-3,TennesseeTen,268,186,39,77,20,23,Loss,73,71,2,3,1,BaltimoreBal,43,341,257,2
243,0.2727272727272727,0.375,27.633333333333333,11/05/2017,14,24,3,BaltimoreBal,186,268,39,52,23,20,Win,71,73,3,2,2,TennesseeTen,43,257,341,1
244,0.125,0.6666666666666666,19.766666666666666,11/05/2017,8,26,-16,JacksonvilleJax,119,259,77,37,7,23,Loss,29,149,2,0,1,CincinnatiCin,30,148,408,0
245,0.6666666666666666,0.125,40.233333333333334,11/05/2017,26,8,16,CincinnatiCin,259,119,50,78,23,7,Win,149,29,0,2,0,JacksonvilleJax,30,408,148,1
246,0.23076923076923078,0.38461538461538464,30.1,11/05/2017,14,25,-28,PhiladelphiaPhi,191,222,105,60,23,51,Loss,35,197,3,2,1,DenverDen,74,226,419,2
247,0.38461538461538464,0.23076923076923078,29.9,11/05/2017,25,14,28,DenverDen,222,191,35,67,51,23,Win,197,35,2,3,2,PhiladelphiaPhi,74,419,226,1
248,0.2857142857142857,0.2857142857142857,30.983333333333334,11/05/2017,17,19,6,HoustonHou,279,194,68,61,20,14,Win,92,94,3,2,1,IndianapolisInd,34,371,288,1
249,0.2857142857142857,0.2857142857142857,29.016666666666666,11/05/2017,19,17,-6,IndianapolisInd,194,279,74,67,14,20,Loss,94,92,2,3,1,HoustonHou,34,288,371,1
250,0.5,0.5,30.5,11/05/2017,20,17,34,NY GiantsNYG,311,208,55,61,51,17,Win,162,111,0,2,3,LA RamsLA,68,473,319,0
251,0.5,0.5,29.5,11/05/2017,17,20,-34,LA RamsLA,208,311,52,66,17,51,Loss,111,162,2,0,0,NY GiantsNYG,68,319,473,3
252,0.3076923076923077,0.5384615384615384,27.7,11/05/2017,14,21,-20,New OrleansNO,113,256,50,57,10,30,Loss,87,151,4,1,2,Tampa BayTB,40,200,407,1
253,0.5384615384615384,0.3076923076923077,32.3,11/05/2017,21,14,20,Tampa BayTB,256,113,28,60,30,10,Win,151,87,1,4,1,New OrleansNO,40,407,200,2
254,0.4375,0.35294117647058826,36.36666666666667,11/05/2017,20,17,10,San FranciscoSF,201,266,25,73,20,10,Win,167,63,0,5,2,ArizonaAri,30,368,329,2
255,0.35294117647058826,0.4375,23.633333333333333,11/05/2017,17,20,-10,ArizonaAri,266,201,53,73,10,20,Loss,63,167,5,0,2,San FranciscoSF,30,329,368,2
256,0.3076923076923077,0.35714285714285715,27.683333333333334,11/05/2017,16,22,3,SeattleSea,193,289,62,60,17,14,Win,51,148,6,2,2,WashingtonWas,31,244,437,1
257,0.35714285714285715,0.3076923076923077,32.31666666666667,11/05/2017,22,16,-3,WashingtonWas,289,193,138,75,14,17,Loss,148,51,2,6,1,SeattleSea,31,437,244,2
258,0.36363636363636365,0.5833333333333334,28.716666666666665,11/05/2017,17,24,-11,DallasDal,255,244,52,55,17,28,Loss,68,131,2,1,0,Kansas CityKC,45,323,375,1
259,0.5833333333333334,0.36363636363636365,31.283333333333335,11/05/2017,24,17,11,Kansas CityKC,244,255,65,65,28,17,Win,131,68,1,2,1,DallasDal,45,375,323,0
260,0.5333333333333333,0.4166666666666667,30.933333333333334,11/05/2017,20,23,3,MiamiMia,295,309,105,58,27,24,Win,84,86,1,1,1,OaklandOak,51,379,395,2
261,0.4166666666666667,0.5333333333333333,29.066666666666666,11/05/2017,23,20,-3,OaklandOak,309,295,107,61,24,27,Loss,86,84,1,1,2,MiamiMia,51,395,379,1
262,0.6153846153846154,0.2222222222222222,36.916666666666664,11/06/2017,24,21,13,Green BayGB,353,233,19,67,30,17,Win,64,78,1,3,0,DetroitDet,47,417,311,1
263,0.2222222222222222,0.6153846153846154,23.083333333333332,11/06/2017,21,24,-13,DetroitDet,233,353,20,58,17,30,Loss,78,64,3,1,1,Green BayGB,47,311,417,0
264,0.23076923076923078,0.4,30.883333333333333,11/09/2017,14,24,6,ArizonaAri,212,256,108,60,22,16,Win,75,34,5,2,1,SeattleSea,38,287,290,0
